JK,Issue code,Issue name,Listing date,Provider,Yield(The past year),Underlying index,Tracking error,AUM,Disparate ratio,Volatility,Replication method,TER,Taxation type
,326230,KBSTAR Domestic Consumption Plus,2019/06/20,KB ASSET MANAGEMENT,4.41,FnGuide Domestic Consumption Plus Index,0.59,26267334965,0.03,Normal,Physical(Passive),0.4,Non taxable
,290130,KBSTAR ESG SRI,2018/02/27,KB ASSET MANAGEMENT,19.63,KRX ESG Social Index,1.19,239172820623,-0.1,Normal,Physical(Passive),0.3,Non taxable
,379790,KBSTAR EURO STOXX 50(H),2021/04/09,KB ASSET MANAGEMENT,16.82,EURO STOXX 50 Index,0.54,8856805018,-0.08,Low,Physical(Passive),0.021,Dividend income tax(tax on holding period)
,183710,KBSTAR Equity Balanced,2013/10/17,KB ASSET MANAGEMENT,10.04,KRX Moderate Balanced Index(MOBIX),0.62,8457721865,0.05,Low,Physical(Passive),0.25,Dividend income tax(tax on holding period)
,140570,KBSTAR Exporter,2011/04/15,KB ASSET MANAGEMENT,8.42,MKF Exporters Index,0.56,4890350279,0.03,High,Physical(Passive),0.4,Non taxable
,275750,KBSTAR F-KOSDAQ150 Inverse,2017/08/01,KB ASSET MANAGEMENT,-12.35,F-KOSDAQ150 Index,0.27,2390239273,0.35,Very high,Physical(Passive),0.6,Dividend income tax(tax on holding period)
,278240,KBSTAR F-KOSDAQ150 Leverage,2017/08/31,KB ASSET MANAGEMENT,2.33,F-KOSDAQ150 Index,2.73,99887636509,-0.31,Very high,Physical(Passive),0.6,Dividend income tax(tax on holding period)
,397420,KBSTAR FKTB 5Y Dur ff,2021/08/31,KB ASSET MANAGEMENT,3.86,F-KTB5 Duration Following Index,0.14,5099346154,0.04,Very low,Physical(Passive),0.07,Dividend income tax(tax on holding period)
,397410,KBSTAR FKTB 5Y Dur ff Inv,2021/08/31,KB ASSET MANAGEMENT,1.94,F-KTB5 Duration Following Index,0.24,50699371767,0.05,Very low,Physical(Passive),0.07,Dividend income tax(tax on holding period)
,336160,KBSTAR Fin Bond Act,2019/10/29,KB ASSET MANAGEMENT,-0.13,KIS Financials Bond Index (Total Return),0.24,35049599542,0.02,Very low,Physical(Active),0.07,Dividend income tax(tax on holding period)
,183700,KBSTAR Fixed Income Balanced,2013/10/17,KB ASSET MANAGEMENT,5.74,KRX Conservative Balanced Index(COBIX),0.34,15013184818,-0.16,Very low,Physical(Passive),0.2,Dividend income tax(tax on holding period)
,367770,KBSTAR Fn Hydrogen Econ,2020/10/29,KB ASSET MANAGEMENT,-1.49,FnGuide Hydrogen Economy Theme Index,0.94,262396332481,-0.21,High,Physical(Passive),0.45,Non taxable
,367760,KBSTAR Fn5G Tech,2020/10/29,KB ASSET MANAGEMENT,39.82,FnGuide 5G Tech Index,1.25,47315557035,0.05,Very high,Physical(Passive),0.45,Non taxable
,300640,KBSTAR Game Industry,2018/07/24,KB ASSET MANAGEMENT,-12.81,WISE Game Theme Index (Price Return),0.55,56980005450,0.13,Very high,Physical(Passive),0.3,Non taxable
,276650,KBSTAR Global 4IR IT(SYNTH H),2017/08/17,KB ASSET MANAGEMENT,42.37,S&P Global 1200 Information Technology and Interactive Media & Services(PR),0.76,23038100062,-0.24,Normal,Synthetic(Passive),0.4,Dividend income tax(tax on holding period)
,437370,KBSTAR Global Agribusiness,2022/07/29,KB ASSET MANAGEMENT,-5.18,MVIS Global Agribusiness Index(Price Return),2.09,6155098092,-0.03,Normal,Physical(Passive),0.4,Dividend income tax(tax on holding period)
,461490,KBSTAR Global Asset Allocation Active,2023/06/27,KB ASSET MANAGEMENT,17.45,Bloomberg Multi-Asset Weighted (KRW ETFs) Index(Price Return),0.66,64537343341,0.09,Very low,Physical(Active),0.2,Dividend income tax(tax on holding period)
,399580,KBSTAR Global Clean Energy S&P,2021/10/21,KB ASSET MANAGEMENT,-20.42,S&P Global Clean Energy Index (Price Return),4.21,8444187149,-0.31,High,Physical(Passive),0.4,Dividend income tax(tax on holding period)
,375270,KBSTAR Global Data Center REITs(SYNTH),2021/01/14,KB ASSET MANAGEMENT,7.36,Kelly Data Center & Tech Infrastructure Net Total Return Index,3.47,7476227531,0.37,Normal,Synthetic(Passive),0.4,Dividend income tax(tax on holding period)
,459750,KBSTAR Global Equity Allocation Active,2023/06/27,KB ASSET MANAGEMENT,26.76,Bloomberg Global Equity Market Weighted Index(Price Return),4.54,10685189105,0.23,Low,Physical(Active),0.2,Dividend income tax(tax on holding period)
,417450,KBSTAR Global H2 Econ,2022/02/15,KB ASSET MANAGEMENT,-13.86,Indxx Hydrogen Economy Index (Net Total Return),5.72,8904469424,-0.12,Very high,Physical(Passive),0.4,Dividend income tax(tax on holding period)
,411720,KBSTAR Global Metaverse Moorgate,2021/12/22,KB ASSET MANAGEMENT,68.83,Global Metaverse Index(Price Return),5.41,8313415017,-0.04,Normal,Physical(Passive),0.5,Dividend income tax(tax on holding period)
,442320,KBSTAR Global Nuclear Power,2022/10/13,KB ASSET MANAGEMENT,71.32,iSelect Global Nuclear Power Index(Price Return),3.03,60054768656,0.1,Very high,Physical(Passive),0.4,Dividend income tax(tax on holding period)
,476310,KBSTAR Global Obesity Industry TOP2+,2024/02/27,KB ASSET MANAGEMENT,0,KEDI Global Obesity Care Industry Top2+ Index(Price Return),0.37,10994452315,-0.63,Normal,Physical(Passive),0.35,Dividend income tax(tax on holding period)
,475380,KBSTAR Global Realty Income,2024/02/20,KB ASSET MANAGEMENT,0,Solactive Global Realty Income Index(Price Return),2.37,44742281970,0.12,Low,Physical(Passive),0.09,Dividend Income Tax(Separate Taxation Real Estate ETF)
,253280,KBSTAR HealthCare,2016/09/23,KB ASSET MANAGEMENT,15.67,FnGuide Healthcare Index,0.41,6873138083,0.15,Very high,Physical(Passive),0.4,Non taxable
,253290,KBSTAR HealthCare Fixed Income Balanced,2016/09/23,KB ASSET MANAGEMENT,5.75,FnGuide Healthcare Balanced Index,0.87,13807025118,-0.09,Low,Physical(Passive),0.35,Dividend income tax(tax on holding period)
,266160,KBSTAR High Dividend,2017/04/14,KB ASSET MANAGEMENT,23.1,FnGuide High Dividend Focus Index,1.48,44177823573,0.07,Normal,Physical(Passive),0.2,Non taxable
,326240,KBSTAR IT Plus,2019/06/20,KB ASSET MANAGEMENT,2.07,FnGuide IT Plus Index,0.39,160343084293,-0.19,High,Physical(Passive),0.4,Non taxable
,483230,KBSTAR Jun2025 Term Bank Credit Active,2024/06/18,KB ASSET MANAGEMENT,0,KIS Korea Bank Bond June 2025 Index(AA+ or higher)(TR),0.07,29037364641,0.03,Very low,Physical(Active),0.05,Dividend income tax(tax on holding period)
,479520,KBSTAR KOFR Active(SYNTH),2024/04/30,KB ASSET MANAGEMENT,0,KOFR Index,0.3,42339445146,0.01,Very low,Synthetic(Active),0.02,Dividend income tax(tax on holding period)
,270810,KBSTAR KOSDAQ150,2017/06/16,KB ASSET MANAGEMENT,2.98,KOSDAQ 150,0.37,102140038890,-0.15,Very high,Physical(Passive),0.18,Non taxable
,302450,KBSTAR KOSPI,2018/07/24,KB ASSET MANAGEMENT,8.41,KOSPI,0.66,111253843612,-0.25,Normal,Physical(Passive),0.14,Non taxable
,270800,KBSTAR KQ High Dividend,2017/07/07,KB ASSET MANAGEMENT,-5.21,FnGuide KQ High Dividend Focus Index,0.67,7216019638,-0.18,Normal,Physical(Passive),0.3,Non taxable
,292050,KBSTAR KRX300,2018/03/26,KB ASSET MANAGEMENT,13.6,KRX 300,0.74,8375020982,-0.11,Normal,Physical(Passive),0.05,Non taxable
,114100,KBSTAR KTB,2009/07/29,KB ASSET MANAGEMENT,0.83,KTB INDEX (Gross Price),0.17,33537822752,-0.01,Very low,Physical(Passive),0.115,Dividend income tax(tax on holding period)
,295020,KBSTAR KTB 10Y Fut Inv,2018/05/11,KB ASSET MANAGEMENT,0.4,F-LKTB Index,0.22,52406750715,0.05,Very low,Physical(Passive),0.05,Dividend income tax(tax on holding period)
,295000,KBSTAR KTB 10Y Futures,2018/05/11,KB ASSET MANAGEMENT,4.54,F-LKTB Index,0.37,5399306940,0.04,Very low,Physical(Passive),0.07,Dividend income tax(tax on holding period)
,451670,KBSTAR KTB 30Y Leverage (SYNTH),2023/02/14,KB ASSET MANAGEMENT,16,KAP KTB 30Y TR Index(Total Return),0.3,10397451677,0.05,Very high,Synthetic(Passive),0.1,Dividend income tax(tax on holding period)
,282000,KBSTAR KTB 3Y Fur Inv,2017/11/09,KB ASSET MANAGEMENT,2.2,F-KTB Index,0.14,100590582291,0.02,Very low,Physical(Passive),0.07,Dividend income tax(tax on holding period)
,432600,KBSTAR KTB 3Y Futures,2022/06/14,KB ASSET MANAGEMENT,3.55,F-KTB Index,0.12,7165164271,0.03,Very low,Physical(Passive),0.07,Dividend income tax(tax on holding period)
,315960,KBSTAR Large Cap High Dividend10TR,2019/01/22,KB ASSET MANAGEMENT,38.63,WISE Large Cap High Dividend 10 TR Index,0.73,55814298092,0.04,High,Physical(Passive),0.07,Dividend income tax(tax on holding period)
,310080,KBSTAR MSCI China(H),2018/11/28,KB ASSET MANAGEMENT,-5.18,MSCI China NTR Index(USD) (Net Total Return),3.97,11167261373,-1.38,High,Physical(Passive),0.6,Dividend income tax(tax on holding period)
,464540,KBSTAR Mar2025 Term Credit,2023/08/17,KB ASSET MANAGEMENT,0,KIS Korea Corporate Bond March 2025 Index(AA- or higher)(Price Return),0.11,227119304230,0.03,Very low,Physical(Active),0.05,Dividend income tax(tax on holding period)
,281990,KBSTAR Mid Small High Dividend,2017/11/02,KB ASSET MANAGEMENT,-2.58,FnGuide Mid Small Cap High Dividend Focus Index,0.79,5479121781,0.11,Normal,Physical(Passive),0.3,Non taxable
,272570,KBSTAR Mid-long KTB Active,2017/06/29,KB ASSET MANAGEMENT,4.69,KIS KTB 4¡­5Y Index(Total Return),0.18,22745899697,0.02,Very low,Physical(Active),0.07,Dividend income tax(tax on holding period)
,455890,KBSTAR Money Market Active,2023/05/09,KB ASSET MANAGEMENT,4.37,KIS Money Market Index (Total Return),0.04,1676965948311,0.02,Very low,Physical(Active),0.05,Dividend income tax(tax on holding period)
,388420,KBSTAR NM Semicond Actv,2021/06/10,KB ASSET MANAGEMENT,38.8,iSelect System Semiconductor Index(Price Return),5.06,314581974552,-0.03,Very high,Physical(Active),0.5,Dividend income tax(tax on holding period)
,448600,KBSTAR Nov2025 Term Credit,2022/11/22,KB ASSET MANAGEMENT,-0.47,KIS Korea Corporate Bond 2025 Index(AA- or higher)(Price Return),0.27,72895976641,0.03,Very low,Physical(Active),0.07,Dividend income tax(tax on holding period)
,334690,KBSTAR PALL futures(H),2019/09/24,KB ASSET MANAGEMENT,-32.79,S&P GSCI Palladium Excess Return Index,2.02,5747883617,-0.1,Very high,Physical(Passive),0.6,Dividend income tax(tax on holding period)
,334700,KBSTAR Pall Inv Fut(H),2019/09/24,KB ASSET MANAGEMENT,26.86,S&P GSCI Palladium Excess Return Index,2.38,3314949084,0.45,Very high,Physical(Passive),0.6,Dividend income tax(tax on holding period)
,427120,KBSTAR Platform Theme,2022/05/17,KB ASSET MANAGEMENT,-3.09,FnGuide Platform Theme Index(Price Return),0.38,3466835974,0.08,Very high,Physical(Passive),0.45,Non taxable
,140580,KBSTAR Prime Industry,2011/04/15,KB ASSET MANAGEMENT,20.42,MKF Leading Industry Blue Chip Index,0.72,6300182341,-0.08,Normal,Physical(Passive),0.4,Non taxable
,379780,KBSTAR S&P500,2021/04/09,KB ASSET MANAGEMENT,33.33,S&P 500,0.28,436141934325,-0.12,Low,Physical(Passive),0.021,Dividend income tax(tax on holding period)
,453330,KBSTAR S&P500(H),2023/03/21,KB ASSET MANAGEMENT,22.4,S&P 500,0.24,36615005981,-0.08,Low,Physical(Passive),0.021,Dividend income tax(tax on holding period)
,219390,KBSTAR SYNTH-US Oil&Gas E&P(H),2015/06/02,KB ASSET MANAGEMENT,16.3,S&P Oil & Gas Exploration & Production Select Industry Index(PR),0.81,15612885528,-1.19,High,Synthetic(Passive),0.25,Dividend income tax(tax on holding period)
,448630,KBSTAR Samsung Group Top3 Equity&K-Bond,2022/11/29,KB ASSET MANAGEMENT,0.05,Bloomberg Blended Samsung Group Fixed Top 3 Equity and Korean Bond Index,1.07,16314006198,-0.11,Very low,Physical(Passive),0.2,Dividend income tax(tax on holding period)
,422420,KBSTAR Secondary Cell Active,2022/04/08,KB ASSET MANAGEMENT,-28.08,iSelect Secondary Cell Index (Price Return),7.75,219699679971,-0.05,Very high,Physical(Active),0.35,Dividend income tax(tax on holding period)
,465330,KBSTAR Secondary Cell TOP10,2023/09/12,KB ASSET MANAGEMENT,0,iSelect Secondary Cell TOP10 Index(PR),0.49,39478503014,-0.05,Very high,Physical(Passive),0.07,Non taxable
,465350,KBSTAR Secondary Cell TOP10 Inv(SYNTH),2023/09/12,KB ASSET MANAGEMENT,0,iSelect Secondary Cell TOP10 Index(PR),0.57,86591661784,-0.88,Very high,Synthetic(Passive),0.49,Dividend income tax(tax on holding period)
,272560,KBSTAR Short KTB Active,2017/06/29,KB ASSET MANAGEMENT,3.81,KIS KTB 3M¡­1.5Y Index(Total Return),0.09,167447269861,0.03,Very low,Physical(Active),0.07,Dividend income tax(tax on holding period)
,196230,KBSTAR Short-Term MSB,2014/05/19,KB ASSET MANAGEMENT,3.55,KIS MSB 5M Index(Total Return),0.07,582847536280,0,Very low,Physical(Passive),0.13,Dividend income tax(tax on holding period)
,442550,KBSTAR TDF2030 Active,2022/09/22,KB ASSET MANAGEMENT,15.08,iSelect Tactical Asset Allocation TDF 2030 Index,1.16,5973366743,-0.01,Very low,Physical(Active),0.18,Dividend income tax(tax on holding period)
,442560,KBSTAR TDF2040 Active,2022/09/22,KB ASSET MANAGEMENT,17.72,iSelect Tactical Asset Allocation TDF 2040 Index,1.2,6146811663,-0.03,Very low,Physical(Active),0.18,Dividend income tax(tax on holding period)
,442570,KBSTAR TDF2050 Active,2022/09/22,KB ASSET MANAGEMENT,19.3,iSelect Tactical Asset Allocation TDF 2050 Index,1.27,13095299023,0.11,Very low,Physical(Active),0.18,Dividend income tax(tax on holding period)
,105780,KBSTAR Top5 Group,2008/10/22,KB ASSET MANAGEMENT,4.72,MKF Top5 Group,0.79,13801976877,-0.38,High,Physical(Passive),0.4,Non taxable
,449580,KBSTAR US Big Data Top3 Equity&K-Bond,2022/12/20,KB ASSET MANAGEMENT,12.21,iSelect US Big Data Top3 Fixed Income Balanced Index (Price Return),1.44,10519955555,0.65,Low,Physical(Passive),0.24,Dividend income tax(tax on holding period)
,460660,KBSTAR US Dividend Kings,2023/06/27,KB ASSET MANAGEMENT,6.28,S&P Dividend Monarchs Index(Price Return),0.62,8921543932,0.8,Low,Physical(Passive),0.05,Dividend income tax(tax on holding period)
,368590,KBSTAR US NASDAQ100,2020/11/06,KB ASSET MANAGEMENT,41.84,NASDAQ 100,0.19,606083364025,-0.25,Low,Physical(Passive),0.021,Dividend income tax(tax on holding period)
,354240,KBSTAR US Pfd ICE TR,2020/05/19,KB ASSET MANAGEMENT,15.96,ICE BofAML Core Plus Fixed Rate Preferred Securities Index,1.31,15545501906,0.1,Low,Physical(Passive),0.5,Dividend income tax(tax on holding period)
,469060,KBSTAR US Semiconductor,2023/10/24,KB ASSET MANAGEMENT,0,NYSE Semicondoctor Index(Price Return),0.32,16471664533,-0.16,Very high,Physical(Passive),0.05,Dividend income tax(tax on holding period)
,469050,KBSTAR US Semiconductor(H),2023/10/24,KB ASSET MANAGEMENT,0,NYSE Semicondoctor Index(Price Return),0.41,66308295838,-0.59,Very high,Physical(Passive),0.05,Dividend income tax(tax on holding period)
,437350,KBSTAR US Short-Term IG Corp Bond,2022/07/29,KB ASSET MANAGEMENT,12.46,Bloomberg US Corporate 1-5 Years Total Return Index,0.73,78606581902,0.05,Very low,Physical(Active),0.1,Dividend income tax(tax on holding period)
,481340,KBSTAR US T-Bond 30Y Active,2024/05/28,KB ASSET MANAGEMENT,0,Bloomberg U.S Treasury 20+ Year Total Return Index,5.18,10363972352,-0.33,Normal,Physical(Active),0.05,Dividend income tax(tax on holding period)
,472830,KBSTAR US T-Bond 30Y Covered Call,2023/12/14,KB ASSET MANAGEMENT,0,Bloomberg U.S. Treasury 20+ Year (TLT) 2% OTM Covered Call Index(TR),0.34,37901283745,-0.2,Low,Synthetic(Passive),0.25,Dividend income tax(tax on holding period)
,267490,KBSTAR US T-Bond Futures 2X(Synth H),2017/04/20,KB ASSET MANAGEMENT,-17.21,S&P U.S. Treasury Bond Futures Excess Return Index,1.45,9509844060,-0.41,Very high,Synthetic(Passive),0.5,Dividend income tax(tax on holding period)
,267450,KBSTAR US T-Bond Futures Inverse(H),2017/04/20,KB ASSET MANAGEMENT,8.58,S&P U.S. Treasury Bond Futures Excess Return Index,1.19,5350637728,-0.67,Normal,Physical(Passive),0.4,Dividend income tax(tax on holding period)
,267440,KBSTAR US T-Bond Futures(H),2017/04/20,KB ASSET MANAGEMENT,-6.35,S&P U.S. Treasury Bond Futures Excess Return Index,0.67,13833596410,-0.19,Low,Physical(Passive),0.4,Dividend income tax(tax on holding period)
,469530,KBSTAR USD Futures Inverse,2023/11/09,KB ASSET MANAGEMENT,0,F-USDKRW,0.38,6144003319,-0.02,Very low,Physical(Passive),0.05,Dividend income tax(tax on holding period)
,469580,KBSTAR USD Korean Paper Active,2023/11/09,KB ASSET MANAGEMENT,0,KIS USD Korean Paper Index(Total Return),0.29,55784090484,0.1,Very low,Physical(Active),0.09,Dividend income tax(tax on holding period)
,455960,KBSTAR USD SOFR Active(SYNTH),2023/05/16,KB ASSET MANAGEMENT,12.03,KAP SOFR Index,2.17,40383241483,0.15,Very low,Synthetic(Active),0.05,Dividend income tax(tax on holding period)
,234310,KBSTAR V&S Select Value,2016/02/02,KB ASSET MANAGEMENT,9.25,FnGuide Select Value Index,0.96,7593348174,-0.08,Normal,Physical(Passive),0.3,Non taxable
,241390,KBSTAR V&S Select Value Fixed Income Bal,2016/04/12,KB ASSET MANAGEMENT,4.31,FnGuide Select Value Balanced Index,0.7,14551567605,-0.13,Very low,Physical(Passive),0.23,Dividend income tax(tax on holding period)
,427110,KBSTAR Venture Capital Company,2022/05/17,KB ASSET MANAGEMENT,20.16,FnGuide Venture Capital Index(Price Return),2,4970556588,0.12,Very high,Physical(Passive),0.45,Non taxable
,401170,KBSTAR iSelect METAVERSE,2021/10/13,KB ASSET MANAGEMENT,-18.96,iSelect Metaverse Index(Price Return),0.41,114839737640,0.11,High,Physical(Passive),0.45,Non taxable
,407170,KCGI SC Active,2021/11/16,KCGI Asset Management,22.49,FnGuide Smart Commerce Index,9.85,4349409428,-0.45,Normal,Physical(Active),0.445,Dividend income tax(tax on holding period)
,407160,KCGI TMT Active,2021/11/16,KCGI Asset Management,16.65,FnGuide TMT Index,9.04,5505623128,-0.25,Normal,Physical(Active),0.445,Dividend income tax(tax on holding period)
,483570,KCGI US S&P500 TOP10,2024/05/28,KCGI Asset Management,0,S&P500 Top10 25% Capped Index(PR),0.56,10915378345,0.09,Low,Physical(Passive),0.36,Dividend income tax(tax on holding period)
,471230,KODEX 10-Years Treasury Bond Active,2023/11/14,SAMSUNG ASSET,0,KAP KTB 10Y Index(TR),0.82,185427949820,-0.05,Very low,Physical(Active),0.015,Dividend income tax(tax on holding period)
,152380,KODEX 10Y F-LKTB,2012/01/20,SAMSUNG ASSET,5.14,F-LKTB Index,0.13,58581414769,0.01,Very low,Physical(Passive),0.07,Dividend income tax(tax on holding period)
,176950,KODEX 10Y F-LKTB INVERSE,2013/05/31,SAMSUNG ASSET,0.83,F-LKTB Index,0.11,6850574863,-0.04,Very low,Physical(Passive),0.07,Dividend income tax(tax on holding period)
,481050,KODEX 1Y Bank CD Plus Active(SYNTH),2024/04/23,SAMSUNG ASSET,0,KAP 1Y Bank CD+Additional Rate Index(Total return),0.02,917192979499,0.01,Very low,Synthetic(Active),0.05,Dividend income tax(tax on holding period)
,069500,KODEX 200,2002/10/14,SAMSUNG ASSET,12.54,KOSPI 200,0.72,6490374609433,-0.46,Normal,Physical(Passive),0.15,Non taxable
,252650,KODEX 200 EW,2016/09/20,SAMSUNG ASSET,8.58,KOSPI 200 EWI,0.48,5632585111,-0.05,Low,Physical(Passive),0.21,Non taxable
,252670,KODEX 200 Futures Inverse 2X,2016/09/22,SAMSUNG ASSET,-24.32,F-KOSPI 200,0.43,1577050941107,-0.1,Very high,Physical(Passive),0.64,Dividend income tax(tax on holding period)
,223190,KODEX 200 Intrinsic Value,2015/06/26,SAMSUNG ASSET,22.24,KOSPI 200 Intrinsic Value Index,1.2,13169437986,0.06,Normal,Physical(Passive),0.26,Non taxable
,237350,KODEX 200 Large,2016/01/27,SAMSUNG ASSET,12.8,KOSPI 100,0.76,23732421633,-0.32,Normal,Physical(Passive),0.15,Non taxable
,226980,KODEX 200 Mid-Small,2015/09/01,SAMSUNG ASSET,13.82,KOSPI 200 MidSmallCap,0.51,10993481514,-0.23,Normal,Physical(Passive),0.3,Non taxable
,278530,KODEX 200 TR,2017/11/21,SAMSUNG ASSET,14.73,KOSPI 200 TR,0.22,2315269968466,-0.5,Normal,Physical(Passive),0.05,Dividend income tax(tax on holding period)
,337160,KODEX 200ESG,2019/11/14,SAMSUNG ASSET,17.42,KOSPI 200 ESG,0.85,37671801878,-0.2,Normal,Physical(Passive),0.09,Non taxable
,363580,KODEX 200IT TR,2020/09/25,SAMSUNG ASSET,12.89,KOSPI200 IT TR,0.12,104251443202,-0.32,High,Physical(Passive),0.15,Dividend income tax(tax on holding period)
,360140,KODEX 200LONGKOSDAQ150SHORT Futures,2020/08/21,SAMSUNG ASSET,1.81,F-KOSPI 200 Long 100% F-KOSDAQ 150 Short 100% Index,1.7,26022531534,0.12,High,Physical(Passive),0.64,Dividend income tax(tax on holding period)
,337150,KODEX 200exTOP,2019/11/14,SAMSUNG ASSET,11.89,KOSPI 200 Ex-TOP,0.67,16301819954,-0.6,Normal,Physical(Passive),0.3,Non taxable
,465680,KODEX 24-12 Bank Bond(AA+) Active,2023/09/12,SAMSUNG ASSET,0,KAP 24-12 Bank Bond TR Index,0.06,2293408261429,0.05,Very low,Physical(Active),0.05,Dividend income tax(tax on holding period)
,476810,KODEX 25-11 Bank Bond(AA-) Plus Active,2024/03/05,SAMSUNG ASSET,0,"KAP 25-11 Bank Bond Plus TR Index(AA- or higher, TR)",0.14,765622522953,0.08,Very low,Physical(Active),0.09,Dividend income tax(tax on holding period)
,467940,KODEX 25-11 Corporate Bond(A+) Active,2023/10/11,SAMSUNG ASSET,0,KAP 25-11 Corporate Bond TR Index,0.11,378717383003,0.08,Very low,Physical(Active),0.09,Dividend income tax(tax on holding period)
,473290,KODEX 26-12 Corporate Bond(AA-) Active,2023/12/12,SAMSUNG ASSET,0,KAP 26-12 Corporate Bond TR Index(AA- or higher),0.38,238098366411,0,Very low,Physical(Active),0.09,Dividend income tax(tax on holding period)
,284430,KODEX 2TN Balanced,2017/11/30,SAMSUNG ASSET,8.1,KOSPI 200 and U.S. Bond Balanced Index,1.68,78470489277,0.15,Very low,Physical(Passive),0.31,Dividend income tax(tax on holding period)
,461950,KODEX 2ndary Battery Core Materials 10,2023/07/04,SAMSUNG ASSET,0,FnGuide Secondary Battery Core Materials 10 Index,0.5,178046286176,-0.03,Very high,Physical(Passive),0.39,Non taxable
,439870,KODEX 30-Years Treasury Bond Active,2022/08/23,SAMSUNG ASSET,11.71,KAP Gov't Bond 30 years TR Index,0.42,301709769985,0.05,Low,Physical(Active),0.05,Dividend income tax(tax on holding period)
,457690,KODEX 33-06 Treasury Bond Active,2023/05/31,SAMSUNG ASSET,5.41,KAP 33-06 Gov't Bond TR Index,0.35,15575386925,-0.04,Very low,Physical(Active),0.15,Dividend income tax(tax on holding period)
,292770,KODEX 3Y F-KTB INVERSE,2018/04/13,SAMSUNG ASSET,2.47,F-KTB Index,0.11,6870971479,-0.03,Very low,Physical(Passive),0.05,Dividend income tax(tax on holding period)
,457700,KODEX 53-09 Treasury Bond Active,2023/05/31,SAMSUNG ASSET,11.01,KAP 53-09 Gov't Bond TR Index,0.77,16898209133,0.16,Low,Physical(Active),0.15,Dividend income tax(tax on holding period)
,471990,KODEX AI Semiconductor Core Equipment,2023/11/21,SAMSUNG ASSET,0,iSelect AI Semiconductor Core Equipment Index,0.79,210037477027,-0.13,Very high,Physical(Passive),0.39,Non taxable
,446690,KODEX ASIA AI SEMICON exChina Active,2023/02/01,SAMSUNG ASSET,67.28,iSelect Asia Semiconductor Manufacturing Ecosystem Index(Price Return),9.8,10444379935,-2.22,Very high,Physical(Active),0.5,Dividend income tax(tax on holding period)
,091180,KODEX AUTOs,2006/06/27,SAMSUNG ASSET,18.87,KRX Autos,1.61,609406056311,-0.34,High,Physical(Passive),0.45,Non taxable
,273130,KODEX Active Bond,2017/06/29,SAMSUNG ASSET,6.43,"KAP Korea Total Market Bond Index(AA- or higher, Total return)",0.1,2852830916158,0.01,Very low,Physical(Active),0.045,Dividend income tax(tax on holding period)
,273140,KODEX Active FRN,2017/06/29,SAMSUNG ASSET,3.73,"KAP Korea Short-Term Bank FRN Index(AAA, Total return)",0.06,330755853292,0.01,Very low,Physical(Active),0.15,Dividend income tax(tax on holding period)
,363570,KODEX Active KAP Long Term Bond,2020/09/25,SAMSUNG ASSET,7.93,"KAP Korea Long Term Total Market Bond Index(AA- or Higher, Total Return)",0.17,174083829457,0.03,Very low,Physical(Active),0.045,Dividend income tax(tax on holding period)
,437070,KODEX Asia USD Bond ESG Plus Active,2022/08/09,SAMSUNG ASSET,12.44,Bloomberg MSCI EM Asia Investment Grade Credit SRI Index(Total Return),2.02,70875262323,0.08,Very low,Physical(Active),0.18,Dividend income tax(tax on holding period)
,091170,KODEX BANKs,2006/06/27,SAMSUNG ASSET,35.65,KRX Banks,2.75,287371597289,-0.18,High,Physical(Passive),0.3,Non taxable
,244580,KODEX BIO,2016/05/13,SAMSUNG ASSET,1.53,FnGuide Bio Index,0.65,142218952051,-0.4,Very high,Physical(Passive),0.419,Non taxable
,459580,KODEX CD Rate Active(SYNTH),2023/06/08,SAMSUNG ASSET,3.73,KAP CD Index(Total Return),0.09,9142496616772,0.02,Very low,Synthetic(Active),0.02,Dividend income tax(tax on holding period)
,375770,KODEX Carbon Efficient Green New Deal,2021/02/05,SAMSUNG ASSET,11.94,S&P/KRX Carbon Efficient Capped,0.67,28757281802,-0.27,Normal,Physical(Passive),0.09,Non taxable
,256750,KODEX ChiNext ETF(Synth),2016/11/08,SAMSUNG ASSET,-20.37,SZSE ChiNext Price Index,0.19,21294490169,-2.84,High,Synthetic(Passive),0.43,Dividend income tax(tax on holding period)
,283580,KODEX China CSI300,2017/12/13,SAMSUNG ASSET,-6.6,CSI 300 Index,1.33,91354354747,-0.65,Low,Physical(Passive),0.12,Dividend Income Tax(Foreign Stock Investment ETF)
,099140,KODEX China H,2007/10/10,SAMSUNG ASSET,2.87,HSCEI(Hang Seng China Enterprise Index),1.45,52385284434,-1.93,High,Physical(Passive),0.12,Dividend Income Tax(Foreign Stock Investment ETF)
,204450,KODEX China H Leverage(H),2014/09/12,SAMSUNG ASSET,-16.06,HSCEI(Hang Seng China Enterprise Index),4.12,77133512437,-4.05,Very high,Physical(Passive),0.64,Dividend income tax(tax on holding period)
,372330,KODEX China Hang Seng TECH,2020/12/16,SAMSUNG ASSET,-3.14,Hang Seng TECH Index,0.46,191017176950,-2.08,Very high,Physical(Passive),0.11,Dividend income tax(tax on holding period)
,428510,KODEX China Metaverse Active,2022/05/17,SAMSUNG ASSET,15.19,Bloomberg Greater China Media & Tech Index(Price Return),8.66,5464306020,-1.45,High,Physical(Active),0.5,Dividend income tax(tax on holding period)
